id,question,slug,description,outcomes,outcomePrices,volume,liquidity,startDate,endDate,closedTime,resolutionSource,tag_ids,tag_labels,clobTokenIds,side,probability7d,probability6d,probability5d,probability4d,probability3d,probability2d,probability1d,correct_at_7d,correct_at_1d
500109,Will a Republican win Pennsylvania US Senate Election?,will-a-republican-win-pennsylvania-us-senate-election,"United States general elections are scheduled to take place on November 5, 2024. Regular senate elections are presently scheduled for 33 states.

This market will resolve to “Yes” if the candidate who wins the 2024 US Pennsylvania US Senate election is a Republican. Otherwise, this market will resolve to ""No"".

A candidate shall be considered to represent a party in the event that he or she is the nominee, or has a ballot-listed or otherwise identifiable party preference, of the party in question.

The resolution source for this market is the Associated Press, Fox News, and NBC. This market will resolve once all three sources call the race for the same candidate. If all three sources haven’t called the race in this state for the same candidate, this market will resolve based on the official certification.","[""Yes"", ""No""]","[""1"", ""0""]",2564648.942,0,2024-04-03T22:02:25.512Z,2024-11-05T12:00:00Z,2024-11-22 03:59:43+00,,"[""176"", ""418"", ""2"", ""144"", ""341"", ""100215"", ""100199"", ""100574"", ""100497"", ""1101""]","[""us elections"", ""u.s. senate"", ""Politics"", ""Elections"", ""senates"", ""All"", ""Senate"", ""casey"", ""mccormick"", ""US Election""]","[""109193359842614462649768714123661929746247460686168540872183774378497988296172"", ""70138153252154954408203632048618941534486510168116629441433311186051407865538""]",R,0.305,0.3,0.3,0.285,0.26,0.23,0.22,False,False
500108,Will a Democrat win Pennsylvania US Senate Election?,will-a-democrat-win-pennsylvania-us-senate-election,"United States general elections are scheduled to take place on November 5, 2024. Regular senate elections are presently scheduled for 33 states.

This market will resolve to “Yes” if the candidate who wins the 2024 US Pennsylvania US Senate election is a Democrat. Otherwise, this market will resolve to ""No"".

A candidate shall be considered to represent a party in the event that he or she is the nominee, or has a ballot-listed or otherwise identifiable party preference, of the party in question.

The resolution source for this market is the Associated Press, Fox News, and NBC. This market will resolve once all three sources call the race for the same candidate. If all three sources haven’t called the race in this state for the same candidate, this market will resolve based on the official certification.","[""Yes"", ""No""]","[""0"", ""1""]",2306432.147,0,2024-04-03T22:02:20.085Z,2024-11-05T12:00:00Z,2024-11-22 04:10:15+00,,"[""176"", ""2"", ""341"", ""418"", ""144"", ""100215"", ""100199"", ""100574"", ""100497"", ""1101""]","[""us elections"", ""Politics"", ""senates"", ""u.s. senate"", ""Elections"", ""All"", ""Senate"", ""casey"", ""mccormick"", ""US Election""]","[""58059853537451964777059792095816455340743648080733545719045977017101901211397"", ""15373794343578126331924635804735338208688991905418936088543976230401353474653""]",D,0.685,0.685,0.7,0.715,0.735,0.76,0.775,False,False
255068,Will a Republican win New Hampshire in the 2024 US Presidential Election?,will-a-republican-win-new-hampshire-in-the-2024-us-presidential-election,"This market will resolve to ""Yes"" if a Republican candidate wins the popular vote in New Hampshire in the 2024 US presidential election. Otherwise, this market will resolve to ""No"".

A candidate shall be considered to represent a party in the event that he or she is the nominee, or has a ballot-listed or otherwise identifiable party preference, of the party in question.

The resolution source for this market is the Associated Press, Fox News, and NBC. This market will resolve once all three sources call the race for the same candidate. If all three sources haven’t called the race in this state for the same candidate, this market will resolve based on the official certification.
","[""Yes"", ""No""]","[""0"", ""1""]",2083783.35,0,2024-03-19T18:16:07.375Z,2024-11-05T12:00:00Z,2024-11-06 16:18:37+00,,"[""100215"", ""100164"", ""2"", ""1101""]","[""All"", ""State Presidential Election"", ""Politics"", ""US Election""]","[""75196359692989187018411418870859031296447545562973355617507233505746713995861"", ""91757041354278041432691402724684158729072796258871845153634877058427655210476""]",R,0.21,0.215,0.2,0.17,0.165,0.14,0.155,True,True
255064,Will a Democrat win New Hampshire in the 2024 US Presidential Election?,will-a-democrat-win-new-hampshire-in-the-2024-us-presidential-election,"This market will resolve to ""Yes"" if a Democratic candidate wins the popular vote in New Hampshire in the 2024 US presidential election. Otherwise, this market will resolve to ""No"".

A candidate shall be considered to represent a party in the event that he or she is the nominee, or has a ballot-listed or otherwise identifiable party preference, of the party in question.

The resolution source for this market is the Associated Press, Fox News, and NBC. This market will resolve once all three sources call the race for the same candidate. If all three sources haven’t called the race in this state for the same candidate, this market will resolve based on the official certification.
","[""Yes"", ""No""]","[""1"", ""0""]",1829308.961,0,2024-03-19T18:16:10.201Z,2024-11-05T12:00:00Z,2024-11-06 17:54:10+00,,"[""100215"", ""100164"", ""2"", ""1101""]","[""All"", ""State Presidential Election"", ""Politics"", ""US Election""]","[""30670722979084148793424221598664470441196435655366270740144523147691023552033"", ""101112146796610785624708973665496320672019351295931003966200195705226652733106""]",D,0.79,0.785,0.8,0.83,0.84,0.855,0.845,True,True
255149,Will a Republican win Minnesota in the 2024 US Presidential Election?,will-a-republican-win-minnesota-in-the-2024-us-presidential-election,"This market will resolve to ""Yes"" if a Republican candidate wins the popular vote in Minnesota in the 2024 US presidential election. Otherwise, this market will resolve to ""No"".

A candidate shall be considered to represent a party in the event that he or she is the nominee, or has a ballot-listed or otherwise identifiable party preference, of the party in question.

The resolution source for this market is the Associated Press, Fox News, and NBC. This market will resolve once all three sources call the race for the same candidate. If all three sources haven’t called the race in this state for the same candidate, this market will resolve based on the official certification.","[""Yes"", ""No""]","[""0"", ""1""]",1654144.791,0,2024-03-19T15:50:11.075Z,2024-11-05T12:00:00Z,2024-11-06 12:30:12+00,,"[""100215"", ""100164"", ""2"", ""1101""]","[""All"", ""State Presidential Election"", ""Politics"", ""US Election""]","[""92117185710429643911455104199091166119411848668357581614617019864951532204911"", ""45540997455710174974640396763138403465407130981686659549560595912224589386355""]",R,0.13,0.145,0.145,0.135,0.11,0.095,0.09,True,True
500118,Will a Republican win Ohio US Senate Election?,will-a-republican-win-ohio-us-senate-election,"United States general elections are scheduled to take place on November 5, 2024. Regular senate elections are presently scheduled for 33 states.

This market will resolve to “Yes” if the candidate who wins the 2024 Ohio US Senate election is a Republican. Otherwise, this market will resolve to ""No"".

A candidate shall be considered to represent a party in the event that he or she is the nominee, or has a ballot-listed or otherwise identifiable party preference, of the party in question.

The resolution source for this market is the Associated Press, Fox News, and NBC. This market will resolve once all three sources call the race for the same candidate. If all three sources haven’t called the race in this state for the same candidate, this market will resolve based on the official certification.","[""Yes"", ""No""]","[""1"", ""0""]",1556618.388,0,2024-04-03T21:48:00.193Z,2024-11-05T12:00:00Z,2024-11-07 06:26:38+00,,"[""144"", ""176"", ""2"", ""377"", ""341"", ""100215"", ""100199"", ""100562"", ""100572"", ""1583"", ""100573"", ""1101""]","[""Elections"", ""us elections"", ""Politics"", ""elections 2024"", ""senates"", ""All"", ""Senate"", ""brown"", ""sherrod brown"", ""bernie moreno"", ""moreno"", ""US Election""]","[""3620306974437843745624106027075287847184755283592021115338359473870454935865"", ""72410471378897134535199836205522458748724101484298185492234292835284261817717""]",R,0.615,0.615,0.635,0.605,0.575,0.47,0.505,True,True
255148,Will a Democrat win Minnesota in the 2024 US Presidential Election?,will-a-democrat-win-minnesota-in-the-2024-us-presidential-election,"This market will resolve to ""Yes"" if a Democratic candidate wins the popular vote in Minnesota in the 2024 US presidential election. Otherwise, this market will resolve to ""No"".

A candidate shall be considered to represent a party in the event that he or she is the nominee, or has a ballot-listed or otherwise identifiable party preference, of the party in question.

The resolution source for this market is the Associated Press, Fox News, and NBC. This market will resolve once all three sources call the race for the same candidate. If all three sources haven’t called the race in this state for the same candidate, this market will resolve based on the official certification.","[""Yes"", ""No""]","[""1"", ""0""]",1452937.566,0,2024-03-19T15:50:07.469Z,2024-11-05T12:00:00Z,2024-11-06 12:30:24+00,,"[""100215"", ""100164"", ""2"", ""1101""]","[""All"", ""State Presidential Election"", ""Politics"", ""US Election""]","[""39623200091471028374712577912012365791011393912709672986570615201117585363982"", ""87101865252657325677629328884631461236040235936833379556612713444068570212093""]",D,0.87,0.855,0.86,0.86,0.895,0.9,0.915,True,True
500686,Will a Democrat win Nebraska US Senate Election?,will-a-democrat-win-nebraska-us-senate-election,"United States general elections are scheduled to take place on November 5, 2024. Regular senatorial elections are presently scheduled for 33 states.

This market will resolve to “Yes” if the candidate who wins the 2024 Nebraska US Senate election is a Democrat. Otherwise, this market will resolve to ""No"".

A candidate shall be considered to represent a party in the event that he or she is the nominee, or has a ballot-listed or otherwise identifiable party preference, of the party in question.

The resolution source for this market is the Associated Press, Fox News, and NBC. This market will resolve once all three sources call the race for the same candidate. If all three sources haven’t called the race in this state for the same candidate, this market will resolve based on the official certification. ","[""Yes"", ""No""]","[""0"", ""1""]",1212360.592,0,2024-04-12T19:47:39.481Z,2024-11-05T12:00:00Z,2024-11-06 17:54:08+00,,"[""2"", ""341"", ""100215"", ""100199"", ""100559"", ""100560"", ""1101""]","[""Politics"", ""senates"", ""All"", ""Senate"", ""osborne"", ""deb fischer"", ""US Election""]","[""30483040149335985602396674192681000188930864040382653510449732922258305375087"", ""10678122661428226946233930590466595387808943872856850909466811543122529742615""]",D,0.005,0.003,0.0075,0.0035,0.004,0.0015,0.004,True,True
500117,Will a Democrat win Ohio US Senate Election?,will-a-democrat-win-ohio-us-senate-election,"United States general elections are scheduled to take place on November 5, 2024. Regular senate elections are presently scheduled for 33 states.

This market will resolve to “Yes” if the candidate who wins the 2024 Ohio US Senate election is a Democrat. Otherwise, this market will resolve to ""No"".

A candidate shall be considered to represent a party in the event that he or she is the nominee, or has a ballot-listed or otherwise identifiable party preference, of the party in question.

The resolution source for this market is the Associated Press, Fox News, and NBC. This market will resolve once all three sources call the race for the same candidate. If all three sources haven’t called the race in this state for the same candidate, this market will resolve based on the official certification.","[""Yes"", ""No""]","[""0"", ""1""]",892763.5491,0,2024-04-03T21:48:05.43Z,2024-11-05T12:00:00Z,2024-11-07 06:31:25+00,,"[""2"", ""341"", ""176"", ""377"", ""144"", ""100215"", ""100199"", ""100562"", ""100572"", ""1583"", ""100573"", ""1101""]","[""Politics"", ""senates"", ""us elections"", ""elections 2024"", ""Elections"", ""All"", ""Senate"", ""brown"", ""sherrod brown"", ""bernie moreno"", ""moreno"", ""US Election""]","[""30022838802547927838224903337523363836986115360126820340769428661359593309876"", ""114003047914657403087185633350140735612292482512881481308287726424342548326637""]",D,0.385,0.385,0.37,0.395,0.435,0.525,0.495,True,True
505155,CA-13 election: Gray (D) vs. Duarte (R),ca-13-election-gray-d-vs-duarte-r,"United States general elections are scheduled to take place on November 5, 2024.

This market will resolve to ""Gray"" if Democrat Adam Gray wins the congressional election in California's 13th district.

This market will resolve to ""Duarte"" if Republican John Duarte wins the congressional election in California's 13th district.

If any other candidate wins the election, this market will resolve 50-50.

The resolution source for this market is a consensus of credible reporting.","[""Gray"", ""Duarte""]","[""1"", ""0""]",580703.7759,0,2024-08-15T16:41:58.678431Z,2024-11-05T12:00:00Z,2024-12-04 10:35:28+00,,"[""100344"", ""342"", ""2"", ""1101""]","[""House Races"", ""California"", ""Politics"", ""US Election""]","[""71717460061355188334746185252930838191921331043549683145639213513427366824278"", ""90671359384721835581542331151079928138945000493066689814466919020160288199507""]",D,0.61,0.6,0.6,0.61,0.64,0.64,0.61,True,True
500687,Will a Republican win Nebraska US Senate Election?,will-a-republican-win-nebraska-us-senate-election,"United States general elections are scheduled to take place on November 5, 2024. Regular senatorial elections are presently scheduled for 33 states.

This market will resolve to “Yes” if the candidate who wins the 2024 Nebraska US Senate election is a Republican. Otherwise, this market will resolve to ""No"".

A candidate shall be considered to represent a party in the event that he or she is the nominee, or has a ballot-listed or otherwise identifiable party preference, of the party in question.

The resolution source for this market is the Associated Press, Fox News, and NBC. This market will resolve once all three sources call the race for the same candidate. If all three sources haven’t called the race in this state for the same candidate, this market will resolve based on the official certification. ","[""Yes"", ""No""]","[""1"", ""0""]",580010.7385,0,2024-04-12T19:47:32.621Z,2024-11-05T12:00:00Z,2024-11-06 13:36:42+00,,"[""341"", ""2"", ""100215"", ""100199"", ""100559"", ""100560"", ""1101""]","[""senates"", ""Politics"", ""All"", ""Senate"", ""osborne"", ""deb fischer"", ""US Election""]","[""23586238624006695965133329643956093993631168744427774790408166725642208722059"", ""29334951163282606223559381305158661706897660513799848262173252936082101619778""]",R,0.762,0.7625,0.834,0.845,0.8455,0.811,0.806,True,True
500112,Will a Republican win Wisconsin US Senate Election?,will-a-republican-win-wisconsin-us-senate-election,"United States general elections are scheduled to take place on November 5, 2024. Regular senate elections are presently scheduled for 33 states.

This market will resolve to “Yes” if the candidate who wins the 2024 Wisconsin US Senate election is a Republican. Otherwise, this market will resolve to ""No"".

A candidate shall be considered to represent a party in the event that he or she is the nominee, or has a ballot-listed or otherwise identifiable party preference, of the party in question.

The resolution source for this market is the Associated Press, Fox News, and NBC. This market will resolve once all three sources call the race for the same candidate. If all three sources haven’t called the race in this state for the same candidate, this market will resolve based on the official certification.","[""Yes"", ""No""]","[""0"", ""1""]",444672.057,0,2024-04-03T21:55:12.825Z,2024-11-05T12:00:00Z,2024-11-07 19:02:42+00,,"[""2"", ""341"", ""100215"", ""100199"", ""100593"", ""100592"", ""100594"", ""1101""]","[""Politics"", ""senates"", ""All"", ""Senate"", ""baldwin"", ""tammy"", ""hovde"", ""US Election""]","[""115108902834378609046838560890846246599611485840664214301836841659341017482395"", ""59255049690671988507012051227393921321103110779567425228976951721464710456210""]",R,0.35,0.355,0.355,0.35,0.34,0.255,0.25,True,True
500542,Will a Republican win Nebraska's 2nd congressional district?,congressional-district-2nd-nebraska-will-a-republican-win,"This market will resolve to ""Yes"" if a Republican candidate wins the popular vote in Nebraska's 2nd congressional district in the 2024 US presidential election. Otherwise, this market will resolve to ""No"".

A candidate shall be considered to represent a party in the event that he or she is the nominee, or has a ballot-listed or otherwise identifiable party preference, of the party in question.

The resolution source for this market is the Associated Press, Fox News, and NBC. This market will resolve once all three sources call the race for the same candidate. If all three sources haven’t called the race in this state for the same candidate, this market will resolve based on the official certification.","[""Yes"", ""No""]","[""0"", ""1""]",306337.5354,0,2024-04-10T19:22:50.776Z,2024-11-05T12:00:00Z,2024-11-06 21:30:44+00,,"[""2"", ""100164"", ""100215"", ""100314"", ""100315"", ""1101""]","[""Politics"", ""State Presidential Election"", ""All"", ""NE-2"", ""NE2"", ""US Election""]","[""89935828926691594744835894208229135375117246058109787048758748507442022267421"", ""73016602351549806570154178056127526088291646024319219227321763809599562817674""]",R,0.135,0.1435,0.142,0.139,0.139,0.1095,0.11,True,True
500541,Will a Democrat win Nebraska's 2nd congressional district?,congressional-district-2nd-nebraska-will-a-democrat-win,"This market will resolve to ""Yes"" if a Democratic candidate wins the popular vote in Nebraska's 2nd congressional district (NE-2) in the 2024 US presidential election. Otherwise, this market will resolve to ""No"".

A candidate shall be considered to represent a party in the event that he or she is the nominee, or has a ballot-listed or otherwise identifiable party preference, of the party in question.

The resolution source for this market is the Associated Press, Fox News, and NBC. This market will resolve once all three sources call the race for the same candidate. If all three sources haven’t called the race in this state for the same candidate, this market will resolve based on the official certification.","[""Yes"", ""No""]","[""1"", ""0""]",275387.2111,0,2024-04-10T19:22:46.002Z,2024-11-05T12:00:00Z,2024-11-06 21:25:08+00,,"[""2"", ""100164"", ""100215"", ""100314"", ""100315"", ""1101""]","[""Politics"", ""State Presidential Election"", ""All"", ""NE-2"", ""NE2"", ""US Election""]","[""100720034857136207049856256259513075630892697630830805870400447581813554744362"", ""80863397909563738922261584828044376268127147996620067562378722769479358304382""]",D,0.86,0.855,0.85,0.855,0.86,0.895,0.89,True,True
500111,Will a Democrat win Wisconsin US Senate Election?,will-a-democrat-win-wisconsin-us-senate-election,"United States general elections are scheduled to take place on November 5, 2024. Regular senate elections are presently scheduled for 33 states.

This market will resolve to “Yes” if the candidate who wins the 2024 Wisconsin US Senate election is a Democrat. Otherwise, this market will resolve to ""No"".

A candidate shall be considered to represent a party in the event that he or she is the nominee, or has a ballot-listed or otherwise identifiable party preference, of the party in question.

The resolution source for this market is the Associated Press, Fox News, and NBC. This market will resolve once all three sources call the race for the same candidate. If all three sources haven’t called the race in this state for the same candidate, this market will resolve based on the official certification.","[""Yes"", ""No""]","[""1"", ""0""]",255765.5908,0,2024-04-03T21:55:39.173Z,2024-11-05T12:00:00Z,2024-11-07 19:02:38+00,,"[""341"", ""2"", ""100215"", ""100199"", ""100593"", ""100592"", ""100594"", ""1101""]","[""senates"", ""Politics"", ""All"", ""Senate"", ""baldwin"", ""tammy"", ""hovde"", ""US Election""]","[""34417037318407696118324868181831117887837055169659388676740258202149607125510"", ""38149112055141292235761581658396500069455723852291915501368170246733892497553""]",D,0.65,0.635,0.64,0.655,0.66,0.725,0.74,True,True
538932,Will Zohran Mamdani win the 2025 NYC mayoral election?,will-zohran-mamdani-win-the-2025-nyc-mayoral-election,"The 2025 New York City mayoral election will be held on November 4, 2025, to elect the mayor of New York City.

This market will resolve according to the candidate that wins the election.

The resolution source for this market is the Associated Press, Fox News, and NBC. This market will resolve once all three sources call the race for the same candidate. If all three sources haven’t called the race for the same candidate, this market will resolve based on official certification.","[""Yes"", ""No""]","[""1"", ""0""]",143254859.3,0,2025-04-22T16:10:05.987Z,2025-11-04T12:00:00Z,2025-11-05 05:44:47+00,,"[""851"", ""102148"", ""101206"", ""101252"", ""100664"", ""2"", ""102788"", ""102786""]","[""nyc"", ""NYC Mayor"", ""World Elections"", ""Macro Election 2"", ""mayor"", ""Politics"", ""Mayoral Elections"", ""Nov 4 Elections""]","[""33945469250963963541781051637999677727672635213493648594066577298999471399137"", ""105832362350788616148612362642992403996714020918558917275151746177525518770551""]",D,0.9215,0.8825,0.894,0.9415,0.9405,0.9345,0.9375,True,True
538930,Will Curtis Sliwa win the 2025 NYC mayoral election?,will-curtis-sliwa-win-the-2025-nyc-mayoral-election,"The 2025 New York City mayoral election will be held on November 4, 2025, to elect the mayor of New York City.

This market will resolve according to the candidate that wins the election.

The resolution source for this market is the Associated Press, Fox News, and NBC. This market will resolve once all three sources call the race for the same candidate. If all three sources haven’t called the race for the same candidate, this market will resolve based on official certification.","[""Yes"", ""No""]","[""0"", ""1""]",60402049.76,0,2025-04-22T16:09:30.103Z,2025-11-04T12:00:00Z,2025-11-05 06:13:17+00,,"[""851"", ""102148"", ""101206"", ""101252"", ""100664"", ""2"", ""102788"", ""102786""]","[""nyc"", ""NYC Mayor"", ""World Elections"", ""Macro Election 2"", ""mayor"", ""Politics"", ""Mayoral Elections"", ""Nov 4 Elections""]","[""106645483208866512069057468273735379467092160028743318106715987586591689242591"", ""42541673615301895829890290486226257940966769125829226067368474110048691276042""]",R,0.003,0.0025,0.0025,0.0025,0.0025,0.0015,0.0015,True,True
551137,Will Mikie Sherrill win the New Jersey Governor Election in 2025,will-mikie-sherrill-win-the-new-jersey-governor-election-in-2025,"This market will resolve to according to the if the candidate who wins the 2025 New Jersey gubernatorial election.

If the results of the election are not confirmed by July 31, 2026, this market will resolve to ""Other"".

The resolution source for this market is the Associated Press, Fox News, and NBC. This market will resolve once all three sources call the race for the same candidate. If all three sources haven’t called the race in this state for the same candidate, this market will resolve based on official certification.","[""Yes"", ""No""]","[""1"", ""0""]",7479198.557,0,2025-06-10T01:47:49.561Z,2025-11-04T00:00:00Z,2025-11-05 05:35:45+00,,"[""101206"", ""2"", ""144"", ""1597"", ""102250"", ""102786""]","[""World Elections"", ""Politics"", ""Elections"", ""Global Elections"", ""NJ Governor"", ""Nov 4 Elections""]","[""23056089932958374419797522644901592808991002026498053086166940911059008923379"", ""22817054741590785607960221324844057903234740985452007938232760073276442663""]",D,0.875,0.855,0.865,0.865,0.87,0.835,0.855,True,True
623207,Will Jason Miyares win the 2025 Virginia Attorney General election?,will-jason-miyares-win-the-2025-virginia-attorney-general-election,"This market will resolve according to the candidate who wins the 2025 Virginia Attorney General election.

If the results of the election are not confirmed by July 31, 2026, this market will resolve to ""Other"".

The resolution source for this market is the Associated Press, Fox News, and NBC. This market will resolve once all three sources call the race for the same candidate. If all three sources haven’t called the race in this state for the same candidate, this market will resolve based on official certification.","[""Yes"", ""No""]","[""0"", ""1""]",1464306.177,0,2025-10-06T16:18:48.445551Z,2025-11-04T00:00:00Z,2025-11-05 06:19:07+00,,"[""2"", ""144"", ""1597"", ""101206"", ""102786"", ""102789""]","[""Politics"", ""Elections"", ""Global Elections"", ""World Elections"", ""Nov 4 Elections"", ""Virginia Elections""]","[""103559726271656727612689299155304600027696849609987409083500583308875569790515"", ""73063952542158672590199193827368328784261969474882207956930602229877622705091""]",R,0.585,0.565,0.64,0.68,0.75,0.675,0.545,False,False
623208,Will Jay Jones win the 2025 Virginia Attorney General election?,will-jay-jones-win-the-2025-virginia-attorney-general-election,"This market will resolve according to the candidate who wins the 2025 Virginia Attorney General election.

If the results of the election are not confirmed by July 31, 2026, this market will resolve to ""Other"".

The resolution source for this market is the Associated Press, Fox News, and NBC. This market will resolve once all three sources call the race for the same candidate. If all three sources haven’t called the race in this state for the same candidate, this market will resolve based on official certification.","[""Yes"", ""No""]","[""1"", ""0""]",1101981.718,0,2025-10-06T16:18:50.201137Z,2025-11-04T00:00:00Z,2025-11-05 06:19:09+00,,"[""2"", ""144"", ""1597"", ""101206"", ""102786"", ""102789""]","[""Politics"", ""Elections"", ""Global Elections"", ""World Elections"", ""Nov 4 Elections"", ""Virginia Elections""]","[""111860531268072690215307175082292851806058567162991381933311568031085851891868"", ""79701097854172886268435444759034870150016531917633769665442052206220322548164""]",D,0.415,0.41,0.365,0.325,0.255,0.33,0.425,False,False
255196,Will a Republican win Virginia Presidential Election?,will-a-republican-win-virginia-in-the-2024-us-presidential-election,"This market will resolve to ""Yes"" if a Republican candidate wins the popular vote in Virginia in the 2024 US presidential election. Otherwise, this market will resolve to ""No"".

A candidate shall be considered to represent a party in the event that he or she is the nominee, or has a ballot-listed or otherwise identifiable party preference, of the party in question.

The resolution source for this market is the Associated Press, Fox News, and NBC. This market will resolve once all three sources call the race for the same candidate. If all three sources haven’t called the race in this state for the same candidate, this market will resolve based on the official certification.","[""Yes"", ""No""]","[""0"", ""1""]",5686644.973,0,2024-03-28T20:08:23.924Z,2024-11-05T12:00:00Z,2024-11-06 09:10:32+00,,"[""100164"", ""2"", ""100215""]","[""State Presidential Election"", ""Politics"", ""All""]","[""12492345628750728733117864804710670673000799233202537945402703429199967167327"", ""98655764136912778102383796145657646896499703812579130341823339710060217043232""]",R,0.175,0.16,0.165,0.155,0.12,0.11,0.12,True,True
255191,Will a Democrat win Virginia Presidential Election?,will-a-democrat-win-virginia-in-the-2024-us-presidential-election,"This market will resolve to ""Yes"" if a Democratic candidate wins the popular vote in Virginia in the 2024 US presidential election. Otherwise, this market will resolve to ""No"".

A candidate shall be considered to represent a party in the event that he or she is the nominee, or has a ballot-listed or otherwise identifiable party preference, of the party in question.

The resolution source for this market is the Associated Press, Fox News, and NBC. This market will resolve once all three sources call the race for the same candidate. If all three sources haven’t called the race in this state for the same candidate, this market will resolve based on the official certification.","[""Yes"", ""No""]","[""1"", ""0""]",4684337.337,0,2024-03-28T20:08:09.157Z,2024-11-05T12:00:00Z,2024-11-06 09:00:42+00,,"[""2"", ""100164"", ""100215""]","[""Politics"", ""State Presidential Election"", ""All""]","[""27523375682021765390588187766633015068126055655405967473976256668819938305564"", ""100012098696512710839019980186408856624583838884974450954169454065204180810679""]",D,0.835,0.83,0.835,0.845,0.875,0.885,0.885,True,True
255082,Will a Democrat win Florida in the 2024 US Presidential Election?,will-a-democrat-win-florida-in-the-2024-us-presidential-election,"This market will resolve to ""Yes"" if a Democratic candidate wins the popular vote in Florida in the 2024 US presidential election. Otherwise, this market will resolve to ""No"".

A candidate shall be considered to represent a party in the event that he or she is the nominee, or has a ballot-listed or otherwise identifiable party preference, of the party in question.

The resolution source for this market is the Associated Press, Fox News, and NBC. This market will resolve once all three sources call the race for the same candidate. If all three sources haven’t called the race in this state for the same candidate, this market will resolve based on the official certification.","[""Yes"", ""No""]","[""0"", ""1""]",4610012.908,0,2024-03-19T21:26:25.033Z,2024-11-05T12:00:00Z,2024-11-06 10:05:34+00,,"[""2"", ""100215"", ""100346"", ""100164""]","[""Politics"", ""All"", ""Florida"", ""State Presidential Election""]","[""12114007747517340384640770826667371719468965613575901863343538277669045189268"", ""42931484859503950946156195721873929060179594500552644597117140385769630841228""]",D,0.065,0.055,0.045,0.0555,0.056,0.0655,0.071,True,True
255083,Will a Republican win Florida in the 2024 US Presidential Election?,will-a-republican-win-florida-in-the-2024-us-presidential-election,"This market will resolve to ""Yes"" if a Republican candidate wins the popular vote in Florida in the 2024 US presidential election. Otherwise, this market will resolve to ""No"".

A candidate shall be considered to represent a party in the event that he or she is the nominee, or has a ballot-listed or otherwise identifiable party preference, of the party in question.

The resolution source for this market is the Associated Press, Fox News, and NBC. This market will resolve once all three sources call the race for the same candidate. If all three sources haven’t called the race in this state for the same candidate, this market will resolve based on the official certification.","[""Yes"", ""No""]","[""1"", ""0""]",4017509.788,0,2024-03-19T21:26:17.68Z,2024-11-05T12:00:00Z,2024-11-06 10:15:02+00,,"[""2"", ""100215"", ""100346"", ""100164""]","[""Politics"", ""All"", ""Florida"", ""State Presidential Election""]","[""98021166935117039411751630581502824091054448039251810280365647472625878604011"", ""24428179421778642925238549045985174108302551459497422477934158540719687045975""]",R,0.935,0.945,0.955,0.945,0.945,0.935,0.925,True,True
500515,Will a Republican win New York Presidential Election?,will-a-republican-win-new-york-presidential-election,"This market will resolve to ""Yes"" if a Republican candidate wins the popular vote in New York in the 2024 US presidential election. Otherwise, this market will resolve to ""No"".

A candidate shall be considered to represent a party in the event that he or she is the nominee, or has a ballot-listed or otherwise identifiable party preference, of the party in question.

The resolution source for this market is the Associated Press, Fox News, and NBC. This market will resolve once all three sources call the race for the same candidate. If all three sources haven’t called the race in this state for the same candidate, this market will resolve based on the official certification.
","[""Yes"", ""No""]","[""0"", ""1""]",3741373.574,0,2024-03-28T20:52:46.813Z,2024-11-05T12:00:00Z,2024-11-06 15:19:17+00,,"[""100164"", ""176"", ""2"", ""100215"", ""100345""]","[""State Presidential Election"", ""us elections"", ""Politics"", ""All"", ""New York""]","[""14074899245279883968821293264759723333204074453646392727272579405506036984241"", ""68303508318422415197110180721803122878521366793211275338322543690618184693765""]",R,0.035,0.039,0.0335,0.0335,0.025,0.02,0.02,True,True
255174,Will a Republican win Texas in the 2024 US Presidential Election?,will-a-republican-win-texas-in-the-2024-us-presidential-election,"This market will resolve to ""Yes"" if a Republican candidate wins the popular vote in Texas in the 2024 US presidential election. Otherwise, this market will resolve to ""No"".

A candidate shall be considered to represent a party in the event that he or she is the nominee, or has a ballot-listed or otherwise identifiable party preference, of the party in question.

The resolution source for this market is the Associated Press, Fox News, and NBC. This market will resolve once all three sources call the race for the same candidate. If all three sources haven’t called the race in this state for the same candidate, this market will resolve based on the official certification.
","[""Yes"", ""No""]","[""1"", ""0""]",3486918.151,0,2024-03-19T15:52:34.358Z,2024-11-05T12:00:00Z,2024-11-06 10:39:17+00,,"[""100215"", ""100164"", ""2""]","[""All"", ""State Presidential Election"", ""Politics""]","[""22954390469393761478435587094271162660864811978634802609696033004592606875337"", ""16817565019464583717511071731800480367663993730008741692944155572569973582421""]",R,0.935,0.945,0.945,0.95,0.945,0.94,0.92,True,True
